symbol,threshold,window,start,end,samples,signals,precision,recall,f1,auc,return_pct,profit_factor
XAUT.V2,0.9,1,2026-07-12 08:00:00,2026-07-18 00:00:00,137,0,0.0,0.0,0.0,0.5441176470588236,0.0,0.0
XAUT.V2,0.9,2,2026-07-18 01:00:00,2026-07-23 17:00:00,137,0,0.0,0.0,0.0,,0.0,0.0
XAUT.V2,0.9,3,2026-07-23 18:00:00,2026-07-29 10:00:00,137,0,0.0,0.0,0.0,,0.0,0.0
XLM,0.7900000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.6243727598566309,0.0,0.0
XLM,0.7900000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.7521097046413503,0.0,0.0
XLM,0.7900000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.8278481012658229,0.0,0.0
XMR,0.7600000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,1,0.0,0.0,0.0,0.7578125,0.4776093944402218,inf
XMR,0.7600000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.79375,0.0,0.0
XMR,0.7600000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.7154989384288748,0.0,0.0
XPL,0.8600000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.762937595129376,0.0,0.0
XPL,0.8600000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.637668918918919,0.0,0.0
XPL,0.8600000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.7230046948356808,0.0,0.0
XRP,0.6400000000000001,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,3,0.0,0.0,0.0,0.8778467908902692,0.1770956868397884,2.344332799904983
XRP,0.6400000000000001,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,4,0.25,1.0,0.4,0.9877300613496932,1.1564818711560731,3.735924465612096
XRP,0.6400000000000001,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,5,0.0,0.0,0.0,0.5341614906832298,-0.15535078959092335,0.5220487187549856
ZEC,0.7700000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,2,0.0,0.0,0.0,0.5298013245033113,0.21253561244109204,1.9346781369092583
ZEC,0.7700000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,3,0.0,0.0,0.0,0.4758023433520122,0.44189641810614533,inf
ZEC,0.7700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,2,0.0,0.0,0.0,0.79421768707483,-1.2536767368381803,0.0
ZORA,0.7500000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,2,0.5,0.09090909090909091,0.15384615384615385,0.7730243612596555,1.2757978141298336,7.224263169222989
ZORA,0.7500000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,10,0.2,0.10526315789473684,0.13793103448275862,0.6635208711433757,3.3205635620769085,7.841180046513162
ZORA,0.7500000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,7,0.2857142857142857,0.15384615384615385,0.2,0.7035897435897436,0.5098805922386804,1.2363258020038104
ZRO,0.7700000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,5,0.6,0.14285714285714285,0.23076923076923078,0.7192807192807192,4.914435565920451,inf
ZRO,0.7700000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,2,0.0,0.0,0.0,0.6968201754385965,0.8206751701781229,inf
ZRO,0.7700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,5,0.0,0.0,0.0,0.7651340996168582,0.18105007762503478,1.1961298975619568
